Text,Speaker,Episode,Season,Show,sentiment_score,sentiment_label,mapped,bracket,accumulative_sentiment,average_sentiment
 I had nothing--,STEELSHANKS WALTON,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,3.752986192703247,NEGATIVE,steelshanks walton,,-2.4951231479644775,-0.2
 Or I could tell him this man saved my life. We return to Harrenhal now.,JAIME,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,1.997485399246216,POSITIVE,jaime lannister,,-194.70767966657877,-0.2600732600732601
 Whoa.,JAIME,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,0.5200855135917664,POSITIVE,jaime lannister,,-194.187594152987,-0.25547445255474455
" Eyes open, lads.",STEELSHANKS WALTON,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,3.631664037704468,POSITIVE,steelshanks walton,,1.1365408897399907,0.0
 Be quiet.,JAIME,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,1.9026843309402464,NEGATIVE,jaime lannister,,-196.09027848392725,-0.2581818181818182
" Well, this is one shameful fucking performance. Stop running and fight.",LOCKE,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,3.32157826423645,NEGATIVE,locke,,20.76856480538845,0.2571428571428571
 A wooden sword?,JAIME,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,2.5025393962860107,NEGATIVE,jaime lannister,,-198.59281788021326,-0.2608695652173913
 I thought you'd gone.,LOCKE,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,2.5547854900360107,NEGATIVE,locke,,18.21377931535244,0.2222222222222222
 You gave her a wooden sword.,JAIME,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,1.3207634687423706,NEGATIVE,jaime lannister,,-199.91358134895563,-0.26353790613718414
 We've only got one bear.,LOCKE,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,2.93523907661438,NEGATIVE,locke,,15.27854023873806,0.1891891891891892
" I'll pay her bloody ransom. Gold, sapphires, whatever you want. Just get her out of there.",JAIME,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,2.591150045394897,NEGATIVE,jaime lannister,,-202.50473139435053,-0.26618705035971224
 All you lords and ladies still think that the only thing that matters is gold.,LOCKE,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,2.238323211669922,NEGATIVE,locke,,13.040217027068138,0.15789473684210525
 This makes me happier than all your gold ever could. And that makes me happier than all her sapphires. So go buy yourself a golden hand and fuck yourself with it.,LOCKE,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,3.059544801712036,POSITIVE,locke,,16.099761828780174,0.1794871794871795
 Ah!,BRIENNE,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,2.491152286529541,POSITIVE,brienne,,-22.59533492475748,-0.1485148514851485
 Get behind me.,JAIME,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,2.3281118869781494,POSITIVE,jaime lannister,,-200.17661950737238,-0.2616487455197133
 I will not.,BRIENNE,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,3.471863508224488,NEGATIVE,brienne,,-26.067198432981968,-0.1568627450980392
 What the fuck are you doing to my bear?,LOCKE,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,3.311659336090088,NEGATIVE,locke,,12.788102492690086,0.15
  Lord Bolton charged me with bringing him back to King's Landing alive and that's what I aim to do.,STEELSHANKS WALTON,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,3.9308807849884033,POSITIVE,steelshanks walton,,5.0674216747283936,0.14285714285714285
 Pull her up.,JAIME,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,2.843512296676636,POSITIVE,jaime lannister,,-197.33310721069574,-0.2571428571428571
 Hold my legs.,BRIENNE,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,3.038990020751953,POSITIVE,brienne,,-23.028208412230015,-0.14563106796116504
 Pull him up!,BRIENNE,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,2.734987258911133,POSITIVE,brienne,,-20.293221153318882,-0.1346153846153846
 The bitch stays.,LOCKE,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,1.994643211364746,POSITIVE,locke,,14.782745704054832,0.17073170731707318
 We're taking her to King's Landing. Unless you kill me.,JAIME,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,2.604112148284912,NEGATIVE,jaime lannister,,-199.93721935898066,-0.2597864768683274
 She belongs to me. Lord Bolton's orders.,LOCKE,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,2.6935417652130127,POSITIVE,locke,,17.476287469267845,0.19047619047619047
 What do you think is more important to Lord Bolton?  Getting his pet rat a reward or ensuring Tywin Lannister gets his son back alive?,JAIME,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,2.5790398120880127,NEGATIVE,jaime lannister,,-202.51625917106867,-0.2624113475177305
"  Well, we must be on our way. Sorry about the sapphires.",JAIME,e7-The Bear and the Maiden Fair,season-03,Game-of-Thrones,3.930194616317749,NEGATIVE,jaime lannister,,-206.44645378738642,-0.26501766784452296
 There's no one worse than you.,ARYA,e8-Second Sons,season-03,Game-of-Thrones,2.3978912830352783,POSITIVE,arya stark,,-264.25985941290855,-0.2883435582822086
 You're lying.,ARYA,e8-Second Sons,season-03,Game-of-Thrones,2.760908365249634,NEGATIVE,arya stark,,-267.0207677781582,-0.290519877675841
 Is that the Blackwater?,ARYA,e8-Second Sons,season-03,Game-of-Thrones,2.0683376789093018,NEGATIVE,arya stark,,-269.0891054570675,-0.2926829268292683
  Back to King's Landing to Joffrey and the queen.,ARYA,e8-Second Sons,season-03,Game-of-Thrones,2.0974221229553223,POSITIVE,arya stark,,-266.99168333411217,-0.2887537993920973
 But why?,ARYA,e8-Second Sons,season-03,Game-of-Thrones,2.9441137313842773,NEGATIVE,arya stark,,-269.93579706549644,-0.2909090909090909
 Why would they be at the Twins?,ARYA,e8-Second Sons,season-03,Game-of-Thrones,3.586000680923462,NEGATIVE,arya stark,,-273.5217977464199,-0.2930513595166163
 Men who fight for gold have neither honor nor loyalty. They cannot be trusted.,BARRISTAN,e8-Second Sons,season-03,Game-of-Thrones,3.927356719970703,NEGATIVE,barristan selmy,,5.881743147969246,-0.05454545454545454
 They can be trusted to kill you if they're well paid. The Yunkish are paying them well.,JORAH,e8-Second Sons,season-03,Game-of-Thrones,2.7900266647338867,POSITIVE,jorah mormont,,59.94867504388094,0.02617801047120419
 You know these men?,DAENERYS,e8-Second Sons,season-03,Game-of-Thrones,1.1279805898666382,NEGATIVE,daenerys targaryen,,-78.93748418986797,-0.12933753943217666
"  Only by the broken swords on their banners. They're called the Second Sons. A company led by a Braavosi named Mero, ""The Titan's Bastard.""",JORAH,e8-Second Sons,season-03,Game-of-Thrones,3.00724720954895,NEGATIVE,jorah mormont,,56.94142783433199,0.020833333333333332
 Is he more titan or bastard?,DAENERYS,e8-Second Sons,season-03,Game-of-Thrones,3.3568267822265625,NEGATIVE,daenerys targaryen,,-82.29431097209454,-0.1320754716981132
"  He's a dangerous man, khaleesi. They all are.",JORAH,e8-Second Sons,season-03,Game-of-Thrones,2.148071527481079,POSITIVE,jorah mormont,,59.08949936181307,0.025906735751295335
 How many?,DAENERYS,e8-Second Sons,season-03,Game-of-Thrones,2.583343744277954,NEGATIVE,daenerys targaryen,,-84.87765471637249,-0.13479623824451412
"  2,000, Your Grace. Armored and mounted.",BARRISTAN,e8-Second Sons,season-03,Game-of-Thrones,3.528951406478882,POSITIVE,barristan selmy,,9.410694554448128,-0.03571428571428571
 Enough to make a difference?,DAENERYS,e8-Second Sons,season-03,Game-of-Thrones,1.52034330368042,POSITIVE,daenerys targaryen,,-83.35731141269207,-0.13125
 (nods),BARRISTAN,e8-Second Sons,season-03,Game-of-Thrones,3.537330389022827,POSITIVE,barristan selmy,,12.948024943470955,-0.017543859649122806
  It's hard to collect wages from a corpse. I'm sure the sellswords prefer to fight for the winning side.,DAENERYS,e8-Second Sons,season-03,Game-of-Thrones,4.163750171661377,NEGATIVE,daenerys targaryen,,-87.52106158435345,-0.13395638629283488
 I imagine you're right.,JORAH,e8-Second Sons,season-03,Game-of-Thrones,4.548212051391602,POSITIVE,jorah mormont,,63.63771141320467,0.030927835051546393
 I'd like to talk to the Titan's Bastard about winning.,DAENERYS,e8-Second Sons,season-03,Game-of-Thrones,1.980906963348389,POSITIVE,daenerys targaryen,,-85.54015462100506,-0.13043478260869565
 He may not agree to meet.,JORAH,e8-Second Sons,season-03,Game-of-Thrones,4.582366466522217,NEGATIVE,jorah mormont,,59.05534494668245,0.02564102564102564
 He will. A man who fights for gold can't afford to lose to a girl.,DAENERYS,e8-Second Sons,season-03,Game-of-Thrones,4.094572067260742,POSITIVE,daenerys targaryen,,-81.44558255374432,-0.12693498452012383
  Daario Naharis,DAARIO,e8-Second Sons,season-03,Game-of-Thrones,0.8289136290550232,NEGATIVE,daario naharis,,-0.8289136290550232,-1.0
 You are the Mother of Dragons?  I swear I fucked you once in a pleasure house in Lys.,MERO,e8-Second Sons,season-03,Game-of-Thrones,2.516524076461792,NEGATIVE,mero,,-2.516524076461792,-1.0
 Mind your tongue.,JORAH,e8-Second Sons,season-03,Game-of-Thrones,2.316230058670044,POSITIVE,jorah mormont,,61.3715750053525,0.030612244897959183
 Why?  I didn't mind hers. She licked my ass like she was born to do it.,MERO,e8-Second Sons,season-03,Game-of-Thrones,2.3521029949188232,POSITIVE,mero,,-0.16442108154296875,0.0
" (laughs) You, slave girl, bring wine.",MERO,e8-Second Sons,season-03,Game-of-Thrones,4.024619102478027,POSITIVE,mero,,3.8601980209350586,0.3333333333333333
 We have no slaves here.,DAENERYS,e8-Second Sons,season-03,Game-of-Thrones,1.939322590827942,POSITIVE,daenerys targaryen,,-79.50625996291637,-0.12345679012345678
 You'll all be slaves after the battle unless I save you. Take your clothes off and come and sit on Mero's lap and I may give you my Second Sons.,MERO,e8-Second Sons,season-03,Game-of-Thrones,3.0712711811065674,POSITIVE,mero,,6.931469202041626,0.5
" Give me your Second Sons and I may not have you gelded. Ser Barristan, how many men fight for the Second Sons?",DAENERYS,e8-Second Sons,season-03,Game-of-Thrones,2.7860748767852783,NEGATIVE,daenerys targaryen,,-82.29233483970165,-0.12615384615384614
" Under 2,000, Your Grace.",BARRISTAN,e8-Second Sons,season-03,Game-of-Thrones,3.103861093521118,POSITIVE,barristan selmy,,16.051886036992073,0.0
" We have more, don't we?",DAENERYS,e8-Second Sons,season-03,Game-of-Thrones,1.4184575080871582,POSITIVE,daenerys targaryen,,-80.8738773316145,-0.12269938650306748
"  10,000 Unsullied.",BARRISTAN,e8-Second Sons,season-03,Game-of-Thrones,0.1845665872097015,NEGATIVE,barristan selmy,,15.867319449782372,-0.01694915254237288
" I'm only a young girl, new to the ways of war, but perhaps a seasoned captain like yourself can explain to me how you propose to defeat us.",DAENERYS,e8-Second Sons,season-03,Game-of-Thrones,2.201796770095825,POSITIVE,daenerys targaryen,,-78.67208056151867,-0.11926605504587157
" I hope the old man is better with a sword than he is with a lie. You have 8,000 Unsullied.",DAARIO,e8-Second Sons,season-03,Game-of-Thrones,2.322115898132324,NEGATIVE,daario naharis,,-3.1510295271873474,-1.0
 You're very young to be a captain.,DAENERYS,e8-Second Sons,season-03,Game-of-Thrones,3.092536687850952,POSITIVE,daenerys targaryen,,-75.57954387366772,-0.11585365853658537
 He's not a captain. He's a lieutenant.,PRENDAHL,e8-Second Sons,season-03,Game-of-Thrones,2.9255611896514893,NEGATIVE,prendahl,,-2.9255611896514893,-1.0
" Even if your numbers are right, you must admit the odds don't favor your side.",DAENERYS,e8-Second Sons,season-03,Game-of-Thrones,2.838351249694824,NEGATIVE,daenerys targaryen,,-78.41789512336254,-0.11854103343465046
 The Second Sons have faced worse odds and won.,MERO,e8-Second Sons,season-03,Game-of-Thrones,3.591364622116089,POSITIVE,mero,,10.522833824157715,0.6
 The Second Sons have faced worse odds and run.,JORAH,e8-Second Sons,season-03,Game-of-Thrones,3.4065933227539062,NEGATIVE,jorah mormont,,57.96498168259859,0.025380710659898477
 Or you could fight for me.,DAENERYS,e8-Second Sons,season-03,Game-of-Thrones,1.6771970987319946,NEGATIVE,daenerys targaryen,,-80.09509222209454,-0.12121212121212122
 We've taken the slavers' gold. We fight for Yunkai.,MERO,e8-Second Sons,season-03,Game-of-Thrones,0.925346314907074,NEGATIVE,mero,,9.59748750925064,0.3333333333333333
 I would pay you as much and more.,DAENERYS,e8-Second Sons,season-03,Game-of-Thrones,0.4276114702224731,NEGATIVE,daenerys targaryen,,-80.52270369231701,-0.12386706948640483
" Our contract is our bond. If we break our bond, no one will hire the Second Sons again.",PRENDAHL,e8-Second Sons,season-03,Game-of-Thrones,3.0556931495666504,NEGATIVE,prendahl,,-5.98125433921814,-1.0
 Ride with me and you'll never need another contract. You'll have gold and castles and lordships of your choosing when I take back the Seven Kingdoms.,DAENERYS,e8-Second Sons,season-03,Game-of-Thrones,4.074590682983398,POSITIVE,daenerys targaryen,,-76.44811300933361,-0.12048192771084337
 You have no ships. You have no siege weapons. You have no cavalry.,DAARIO,e8-Second Sons,season-03,Game-of-Thrones,1.853643655776977,NEGATIVE,daario naharis,,-5.004673182964325,-1.0
" A fortnight ago, I had no army. A year ago, I had no dragons. You have two days to decide.",DAENERYS,e8-Second Sons,season-03,Game-of-Thrones,3.0705316066741943,NEGATIVE,daenerys targaryen,,-79.5186446160078,-0.12312312312312312
" Show me your cunt. I want to see if it's worth fighting for.  Grey WORM: (speaks Valyrian) My Queen, shall I slice out his tongue for you?",MERO,e8-Second Sons,season-03,Game-of-Thrones,1.7230274677276611,NEGATIVE,mero,,7.87446004152298,0.14285714285714285
 (speaks Valyrian) These men are our guests. (Speaks common.) You seem to be enjoying my wine. Perhaps you'd like a flagon to help you ponder.,DAENERYS,e8-Second Sons,season-03,Game-of-Thrones,3.731318235397339,POSITIVE,daenerys targaryen,,-75.78732638061047,-0.11976047904191617
 Only a flagon? And what are my brothers in arms to drink?,MERO,e8-Second Sons,season-03,Game-of-Thrones,2.155362844467163,NEGATIVE,mero,,5.719097197055817,0.0
"  A barrel, then.",DAENERYS,e8-Second Sons,season-03,Game-of-Thrones,2.0882956981658936,NEGATIVE,daenerys targaryen,,-77.87562207877636,-0.12238805970149254
" Good. The Titan's Bastard does not drink alone. In the Second Sons, we share everything. After the battle, maybe we'll all share you.",MERO,e8-Second Sons,season-03,Game-of-Thrones,4.024033069610596,POSITIVE,mero,,9.743130266666412,0.1111111111111111
 I'll come looking for you when this is over.,MERO,e8-Second Sons,season-03,Game-of-Thrones,1.8665114641189573,POSITIVE,mero,,11.60964173078537,0.2
" Ser Barristan, if it comes to battle, kill that one first.",DAENERYS,e8-Second Sons,season-03,Game-of-Thrones,2.139066457748413,NEGATIVE,daenerys targaryen,,-80.01468853652477,-0.125
" Gladly, Your Grace.",BARRISTAN,e8-Second Sons,season-03,Game-of-Thrones,4.362165451049805,POSITIVE,barristan selmy,,20.229484900832176,0.0
 Show the boy to his chambers. Have the maids draw him a bath and find him some decent clothes. I'll come visit you soon.,MELISANDRE,e8-Second Sons,season-03,Game-of-Thrones,2.9250402450561523,POSITIVE,melisandre,,72.58272000029683,0.2
  You know what I mean to do with him.,MELISANDRE,e8-Second Sons,season-03,Game-of-Thrones,2.202772378921509,POSITIVE,melisandre,,74.78549237921834,0.2087912087912088
" Have you ever slaughtered a lamb, my king?",MELISANDRE,e8-Second Sons,season-03,Game-of-Thrones,1.6453763246536257,NEGATIVE,melisandre,,73.14011605456471,0.1956521739130435
" If the lamb sees the knife, she panics. Her panic seeps into her meat, darkens it, fouls the flavor.",MELISANDRE,e8-Second Sons,season-03,Game-of-Thrones,3.1538100242614746,NEGATIVE,melisandre,,69.98630603030324,0.1827956989247312
  And none have seen the blade.,MELISANDRE,e8-Second Sons,season-03,Game-of-Thrones,2.094677686691284,NEGATIVE,melisandre,,67.89162834361196,0.1702127659574468
 ' Your Grace.,DAVOS,e8-Second Sons,season-03,Game-of-Thrones,4.527248382568359,POSITIVE,davos,,71.05468675121665,0.056179775280898875
"  Two meals a day. Cold for breakfast, hot for supper. I cannot complain.",DAVOS,e8-Second Sons,season-03,Game-of-Thrones,1.6201339960098269,POSITIVE,davos,,72.67482074722648,0.061452513966480445
" Well, it's sad to say, but I've seen worse.",DAVOS,e8-Second Sons,season-03,Game-of-Thrones,3.910714626312256,NEGATIVE,davos,,68.76410612091422,0.05555555555555555
 I'm sorry about your son. Didn't get the chance to tell you before. Good lad. Loyal lad.,DAVOS,e8-Second Sons,season-03,Game-of-Thrones,2.5331032276153564,POSITIVE,davos,,71.29720934852958,0.06077348066298342
 (nods),DAVOS,e8-Second Sons,season-03,Game-of-Thrones,3.537330389022827,POSITIVE,davos,,74.8345397375524,0.06593406593406594
 I didn't know she'd been gone.,DAVOS,e8-Second Sons,season-03,Game-of-Thrones,0.5345491766929626,NEGATIVE,davos,,74.29999056085944,0.060109289617486336
 Why?,DAVOS,e8-Second Sons,season-03,Game-of-Thrones,3.18596625328064,NEGATIVE,davos,,71.1140243075788,0.05434782608695652
 She's going to kill him.,DAVOS,e8-Second Sons,season-03,Game-of-Thrones,3.156817674636841,NEGATIVE,davos,,67.95720663294196,0.04864864864864865
" Forgive me, Your Grace, I'm not a learned man, but is there a difference between kill and sacrifice?  The boy is your nephew.",DAVOS,e8-Second Sons,season-03,Game-of-Thrones,0.1043750718235969,NEGATIVE,davos,,67.85283156111836,0.043010752688172046
  Because he has your blood in his veins.,DAVOS,e8-Second Sons,season-03,Game-of-Thrones,1.7738313674926758,POSITIVE,davos,,69.62666292861104,0.0481283422459893
" Renly wronged you. Renly declared himself king when the throne belonged to you. He raised an army, stole your bannermen. This boy has done you no harm. He's an innocent.",DAVOS,e8-Second Sons,season-03,Game-of-Thrones,2.747357130050659,POSITIVE,davos,,72.3740200586617,0.05319148936170213
"  Your Grace, why did you come to see me today?",DAVOS,e8-Second Sons,season-03,Game-of-Thrones,1.6123369932174685,POSITIVE,davos,,73.98635705187917,0.0582010582010582
 I swear it. I can't swear never to speak against her.,DAVOS,e8-Second Sons,season-03,Game-of-Thrones,3.0348422527313232,POSITIVE,davos,,77.02119930461049,0.06315789473684211
" Quite little, Your Grace. Verging on none. You could have freed me yesterday or tomorrow, but you came to me now before this boy is put to the knife because you knew I'd counsel restraint. You came to hear me say it because you believe it yourself. You're not a man who slaughters innocents for gain or glory. When my son was five he said to me, 'I don't ever want to die. ' I wanted to say to him, 'You won't, child. You won't ever.' I hated the idea of him lying awake in the dark, afraid. I think mothers and fathers made up the gods because they wanted their children to sleep through the night.",DAVOS,e8-Second Sons,season-03,Game-of-Thrones,0.94605553150177,POSITIVE,davos,,77.96725483611226,0.06806282722513089
  Little dragon bitch. She talks too much.,PRENDAHL,e8-Second Sons,season-03,Game-of-Thrones,2.9570112228393555,NEGATIVE,prendahl,,-8.938265562057495,-1.0
 You talk too much.,DAARIO,e8-Second Sons,season-03,Game-of-Thrones,3.501706838607788,NEGATIVE,daario naharis,,-8.506380021572113,-1.0
 She won't talk so much when she's choking on my cock.,MERO,e8-Second Sons,season-03,Game-of-Thrones,2.108275890350342,NEGATIVE,mero,,9.501365840435028,0.09090909090909091
 8000 unsullied stand between her and your cock.,DAARIO,e8-Second Sons,season-03,Game-of-Thrones,1.1892623901367188,POSITIVE,daario naharis,,-7.317117631435394,-0.6
 My cock will find a way. Tell him. Is there any place that my cock can't reach?,MERO,e8-Second Sons,season-03,Game-of-Thrones,2.68634295463562,NEGATIVE,mero,,6.815022885799408,0.0
 She'll tell me whatever you pay her to tell me.,DAARIO,e8-Second Sons,season-03,Game-of-Thrones,1.9482041597366333,NEGATIVE,daario naharis,,-9.265321791172028,-0.6666666666666666
" Daario Naharis, the whore who doesn't like whores.",MERO,e8-Second Sons,season-03,Game-of-Thrones,2.33730149269104,NEGATIVE,mero,,4.477721393108368,-0.07692307692307693
" I like them very much. I just refuse to pay them. And I'm no whore, my friend.",DAARIO,e8-Second Sons,season-03,Game-of-Thrones,3.645303010940552,POSITIVE,daario naharis,,-5.620018780231476,-0.42857142857142855
 She sells her sheath and you sell your blade. What's the difference?,MERO,e8-Second Sons,season-03,Game-of-Thrones,0.9141833782196044,POSITIVE,mero,,5.391904771327972,0.0
  I fight for beauty.,DAARIO,e8-Second Sons,season-03,Game-of-Thrones,2.97687029838562,POSITIVE,daario naharis,,-2.6431484818458557,-0.25
 For beauty?,PRENDAHL,e8-Second Sons,season-03,Game-of-Thrones,3.5702717304229736,POSITIVE,prendahl,,-5.3679938316345215,-0.5
  We fight for gold.,MERO,e8-Second Sons,season-03,Game-of-Thrones,3.429844617843628,POSITIVE,mero,,8.8217493891716,0.06666666666666667
 You'll die young.,MERO,e8-Second Sons,season-03,Game-of-Thrones,0.4423134326934814,NEGATIVE,mero,,8.379435956478119,0.0
" What do we do about the dragon girl?  We can't beat 8,000 Unsullied on the battlefield.",PRENDAHL,e8-Second Sons,season-03,Game-of-Thrones,2.9740259647369385,NEGATIVE,prendahl,,-8.34201979637146,-0.6
 There won't be a battle. And we don't have to deal with her eunuchs. We only have to deal with her.,MERO,e8-Second Sons,season-03,Game-of-Thrones,2.3551247119903564,NEGATIVE,mero,,6.0243112444877625,-0.058823529411764705
 She's well guarded.,PRENDAHL,e8-Second Sons,season-03,Game-of-Thrones,4.040557861328125,POSITIVE,prendahl,,-4.301461935043335,-0.3333333333333333
 Tonight's a new moon. One of us slips into her camp past her Unsullied and her knights.,MERO,e8-Second Sons,season-03,Game-of-Thrones,0.7671253085136414,NEGATIVE,mero,,5.257185935974121,-0.1111111111111111
 Which one of us?,PRENDAHL,e8-Second Sons,season-03,Game-of-Thrones,2.677368402481079,NEGATIVE,prendahl,,-6.978830337524414,-0.42857142857142855
"  Close your eyes, love.",MERO,e8-Second Sons,season-03,Game-of-Thrones,4.259866237640381,POSITIVE,mero,,9.517052173614502,-0.05263157894736842
" Three coins. A coin from Meereen, a coin from Volantis, and a coin from Braavos. The Braavosi does the deed. One for each of us, darling. No peeking.",MERO,e8-Second Sons,season-03,Game-of-Thrones,1.0452654361724854,POSITIVE,mero,,10.562317609786987,0.0
 Do you hear me?  Follow my voice. I'm right here.,DAARIO,e8-Second Sons,season-03,Game-of-Thrones,3.632855176925659,POSITIVE,daario naharis,,0.9897066950798035,-0.1111111111111111
 You have something for me?,DAARIO,e8-Second Sons,season-03,Game-of-Thrones,2.355684518814087,POSITIVE,daario naharis,,3.3453912138938904,0.0
  Valar morghulis.,DAARIO,e8-Second Sons,season-03,Game-of-Thrones,2.1985058784484863,NEGATIVE,daario naharis,,1.146885335445404,-0.09090909090909091
 Lady Sansa.,TYRION,e8-Second Sons,season-03,Game-of-Thrones,3.5726892948150635,NEGATIVE,tyrion lannister,,-140.15667529404163,-0.09395109395109395
" You look very handsome, my lord.",SANSA,e8-Second Sons,season-03,Game-of-Thrones,4.491521835327148,POSITIVE,sansa stark,,-88.6633558049798,-0.15789473684210525
" Oh, yes. The husband of your dreams. But you do look glorious. Perhaps we could have a moment alone. Do you mind? Podrick, could you escort Lady Stark's handmaiden?",TYRION,e8-Second Sons,season-03,Game-of-Thrones,4.285035610198975,POSITIVE,tyrion lannister,,-135.87163968384266,-0.09254498714652956
"  My lady, I want you to know I didn't ask for this.",TYRION,e8-Second Sons,season-03,Game-of-Thrones,2.8418896198272705,POSITIVE,tyrion lannister,,-133.0297500640154,-0.09114249037227215
" I hope I will not disappoint you, my lord.",SANSA,e8-Second Sons,season-03,Game-of-Thrones,2.708745241165161,POSITIVE,sansa stark,,-85.95461056381464,-0.15355805243445692
" I doubt that very much, my lord.",SANSA,e8-Second Sons,season-03,Game-of-Thrones,3.262727975845337,NEGATIVE,sansa stark,,-89.21733853965998,-0.15671641791044777
 You're right. I have no idea how you feel. And you have no idea how I feel.,TYRION,e8-Second Sons,season-03,Game-of-Thrones,3.451678514480591,POSITIVE,tyrion lannister,,-129.5780715495348,-0.08974358974358974
" But I promise you one thing, my lady. I won't ever hurt you. Do you drink wine?",TYRION,e8-Second Sons,season-03,Game-of-Thrones,4.151828289031982,POSITIVE,tyrion lannister,,-125.42624326050282,-0.088348271446863
  When I have to.,SANSA,e8-Second Sons,season-03,Game-of-Thrones,0.3735099136829376,NEGATIVE,sansa stark,,-89.59084845334291,-0.15985130111524162
" Well, today you have to.",TYRION,e8-Second Sons,season-03,Game-of-Thrones,2.3937458992004395,POSITIVE,tyrion lannister,,-123.03249736130238,-0.08695652173913043
" You look radiant, Your Grace.",MARGAERY,e8-Second Sons,season-03,Game-of-Thrones,4.683348655700684,POSITIVE,margaery,,139.5201323144138,0.3523809523809524
 Radiant? Why radiant?,CERSEI,e8-Second Sons,season-03,Game-of-Thrones,4.420452117919922,POSITIVE,cersei lannister,,-15.390820518136024,-0.05660377358490566
  It's the word that came to mind.,MARGAERY,e8-Second Sons,season-03,Game-of-Thrones,3.656287670135498,POSITIVE,margaery,,143.17641998454928,0.3584905660377358
 We're going to be sisters soon. We should be friends.,MARGAERY,e8-Second Sons,season-03,Game-of-Thrones,3.631727933883667,POSITIVE,margaery,,146.80814791843295,0.3644859813084112
" You're a musical girl, aren't you?  I imagine you have a lovely voice.",CERSEI,e8-Second Sons,season-03,Game-of-Thrones,4.455441474914551,POSITIVE,cersei lannister,,-10.935379043221474,-0.05329153605015674
" A better dancer than a singer, I'm afraid.",MARGAERY,e8-Second Sons,season-03,Game-of-Thrones,3.479138135910034,POSITIVE,margaery,,150.28728605434299,0.37037037037037035
" Ah, but you know the song 'The Rains of Castamere'?",CERSEI,e8-Second Sons,season-03,Game-of-Thrones,0.9826455116271972,NEGATIVE,cersei lannister,,-11.918024554848671,-0.05625
  Of course. They play it so often here at court.,MARGAERY,e8-Second Sons,season-03,Game-of-Thrones,3.2641494274139404,POSITIVE,margaery,,153.55143548175693,0.3761467889908257
 So you know the story of House Reyne of Castamere?,CERSEI,e8-Second Sons,season-03,Game-of-Thrones,0.9447293877601624,NEGATIVE,cersei lannister,,-12.862753942608833,-0.059190031152647975
"  Not as well as you, I'm sure.",MARGAERY,e8-Second Sons,season-03,Game-of-Thrones,4.62360429763794,NEGATIVE,margaery,,148.927831184119,0.36363636363636365
 House Reyne was a powerful family. Very wealthy. The second wealthiest in Westeros. Aren't the Tyrells the second wealthiest family in Westeros now?,CERSEI,e8-Second Sons,season-03,Game-of-Thrones,2.2032766342163086,POSITIVE,cersei lannister,,-10.659477308392525,-0.055900621118012424
 (nods),MARGAERY,e8-Second Sons,season-03,Game-of-Thrones,3.537330389022827,POSITIVE,margaery,,152.4651615731418,0.36936936936936937
"  Of course, ambitious climbers don't want to stop on the second highest rung. If only you could take that final step, you'd see further than all the rest. You'd be alone with nothing but blue sky above you. So Lord Reyne built a castle as grand as Casterly Rock. He gave his wife diamonds larger than any my mother ever wore. And finally one day, he rebelled against my father. Do you know where House Reyne is now?",CERSEI,e8-Second Sons,season-03,Game-of-Thrones,3.5367558002471924,POSITIVE,cersei lannister,,-7.122721508145332,-0.05263157894736842
  Gone.,MARGAERY,e8-Second Sons,season-03,Game-of-Thrones,4.1921467781066895,NEGATIVE,margaery,,148.27301479503512,0.35714285714285715
" Gone. A gentle word. Why not say slaughtered? Every man, woman, and child put to the sword.",CERSEI,e8-Second Sons,season-03,Game-of-Thrones,2.240957260131836,NEGATIVE,cersei lannister,,-9.363678768277168,-0.05555555555555555
" I remember seeing their bodies hanging high above the gates of Casterly Rock. My father let them rot up there all summer. It was a long summer. 'And now the rains weep o'er their halls, and not a soul to hear.'",CERSEI,e8-Second Sons,season-03,Game-of-Thrones,2.1330623626708984,NEGATIVE,cersei lannister,,-11.496741130948067,-0.05846153846153846
